"Time","0Interest","1Cliche","2Dumb","3Wtf","4Funny"
"1436","72","1","1","1","1"
"1438","72","1","1","1","1"
"1440","72","1","1","1","1"
"1442","72","1","1","1","1"
"1444","72","1","1","1","1"
"1446","72","1","1","1","1"
"1448","72","1","1","1","1"
"1450","72","1","1","1","1"
"1452","72","1","1","1","1"
"1454","72","1","1","1","1"
"1456","72","1","1","1","1"
"1458","72","1","1","1","1"
"1460","72","1","1","1","1"
"1462","72","1","1","1","1"
"1464","72","1","1","1","1"
"1466","74","1","1","1","1"
"1468","74","1","1","1","1"
"1470","74","1","1","1","1"
"1472","74","1","1","1","1"
"1474","74","1","1","1","1"
"1476","74","1","1","1","1"
"1478","74","1","1","1","1"
"1480","74","1","1","1","1"
"1482","74","1","1","1","1"
"1484","74","1","1","1","1"
"1486","74","1","1","1","1"
"1488","74","1","1","1","1"
"1490","74","1","1","1","1"
"1492","74","1","1","1","1"
"1494","74","1","1","1","1"
"1496","74","1","1","1","1"
"1498","74","1","1","1","1"
"1500","74","1","1","1","1"
"1502","74","1","1","1","1"
"1504","74","1","1","1","1"
"1506","74","1","1","1","1"
"1508","74","1","1","1","1"
"1510","74","1","1","1","1"
"1512","74","1","1","1","1"
"1514","74","1","1","1","1"
"1516","74","1","1","1","1"
"1518","74","1","1","1","1"
"1520","74","1","1","1","1"
"1522","74","1","1","1","1"
"1524","74","1","1","1","1"
"1526","74","1","1","1","1"
"1528","74","1","1","1","1"
"1530","74","1","1","1","1"
"1532","74","1","1","1","1"
"1534","74","1","1","1","1"
"1536","74","1","1","1","1"
"1538","74","1","1","1","1"
"1540","74","1","1","1","1"
"1542","74","1","1","1","1"
"1544","74","1","1","1","1"
"1546","74","1","1","1","1"
"1548","74","1","1","1","1"
"1550","74","1","1","1","1"
"1552","74","1","1","1","1"
"1554","74","1","1","1","1"
"1556","74","1","1","1","1"
"1558","74","1","1","1","1"
"1560","74","1","1","1","1"
"1562","74","1","1","1","1"
"1564","74","1","1","1","1"
"1566","74","1","1","1","1"
"1568","74","1","1","1","1"
"1570","74","1","1","1","1"
"1572","74","1","1","1","1"
"1574","74","1","1","1","1"
"1576","74","1","1","1","1"
"1578","74","1","1","1","1"
"1580","74","1","1","1","1"
"1582","74","1","1","1","1"
"1584","74","1","1","1","1"
"1586","80","1","1","1","1"
"1588","80","1","1","1","1"
"1590","80","1","1","1","1"
"1592","80","1","1","1","1"
"1594","80","1","1","1","1"
"1596","80","1","1","1","1"
"1598","80","1","1","1","1"
"1600","80","1","1","1","1"
"1602","80","1","1","1","1"
"1604","82","1","1","1","1"
"1606","82","1","1","1","1"
"1608","82","1","1","1","1"
"1610","82","1","1","1","1"
"1612","82","1","1","1","1"
"1614","82","1","1","1","1"
"1616","82","1","1","1","1"
"1618","82","1","1","1","1"
"1620","82","1","1","1","1"
"1622","82","1","1","1","1"
"1624","82","1","1","1","1"
"1626","82","1","1","1","1"
"1628","82","1","1","1","1"
"1630","82","1","1","1","1"
"1632","82","1","1","1","1"
"1634","82","1","1","1","1"
"1636","82","1","1","1","1"
"1638","82","1","1","1","1"
"1640","82","1","1","1","1"
"1642","82","1","1","1","1"
"1644","82","1","1","1","1"
"1646","82","1","1","1","1"
"1648","82","1","1","1","1"
"1650","82","1","1","1","1"
"1652","82","1","1","1","1"
"1654","82","1","1","1","1"
"1656","82","1","1","1","1"
"1658","82","1","1","1","1"
"1660","82","1","1","1","1"
"1662","82","1","1","1","1"
"1664","82","1","1","1","1"
"1666","82","1","1","1","1"
"1668","82","1","1","1","1"
"1670","82","1","1","1","1"
"1672","82","1","1","1","1"
"1674","86","1","1","1","1"
"1676","86","1","1","1","1"
"1678","86","1","1","1","1"
"1680","86","1","1","1","1"
"1682","86","1","1","1","1"
"1684","86","1","1","1","1"
"1686","86","1","1","1","1"
"1688","86","1","1","1","1"
"1690","86","1","1","1","1"
"1692","86","1","1","1","1"
"1694","86","1","1","1","1"
"1696","86","1","1","1","1"
"1698","86","1","1","1","1"
"1700","86","1","1","1","1"
"1702","86","1","1","1","1"
"1704","86","1","1","1","1"
"1706","86","1","1","1","1"
"1708","86","1","1","1","1"
"1710","86","1","1","1","1"
"1712","86","1","1","1","1"
"1714","86","1","1","1","10"
"1716","86","1","1","1","10"
"1718","86","1","1","1","1"
"1720","86","1","1","1","1"
"1722","86","1","1","1","1"
"1724","90","1","1","1","1"
"1726","90","1","1","1","1"
"1728","90","1","1","1","1"
"1730","90","1","1","1","1"
"1732","90","1","1","1","1"
"1734","90","1","1","1","1"
"1736","90","1","1","1","1"
"1738","90","1","1","1","1"
"1740","90","1","1","1","1"
"1742","90","1","1","1","1"
"1744","90","1","1","1","1"
"1746","90","1","1","1","1"
"1748","90","1","1","1","1"
"1750","90","1","1","1","10"
"1752","90","1","1","1","10"
"1754","90","1","1","1","4"
"1756","90","1","1","1","4"
"1758","90","1","1","1","4"
"1760","90","1","1","1","1"
"1762","90","1","1","1","1"
"1764","90","1","1","1","1"
