"Time","0Interest","1Cliche","2Funny","3Dumb","4Wtf"
"3772","76","0","0","0","0"
"3774","76","0","0","0","0"
"3776","76","0","0","0","0"
"3778","76","0","0","0","0"
"3780","76","0","0","0","0"
"3782","76","0","0","0","0"
"3784","76","0","0","0","0"
"3786","76","0","0","0","0"
"3788","76","0","0","0","0"
"3790","76","0","0","0","0"
"3792","76","0","0","0","0"
"3794","76","0","0","0","0"
"3796","76","0","0","0","0"
"3798","76","0","0","0","0"
"3800","76","0","0","0","0"
"3802","76","0","0","0","0"
"3804","76","0","0","0","0"
"3806","76","0","0","0","0"
"3808","76","0","0","0","0"
"3810","76","0","0","0","0"
"3812","76","0","0","0","0"
"3814","76","0","0","0","0"
"3816","76","0","0","0","0"
"3818","76","0","0","0","0"
"3820","76","0","0","0","0"
"3822","76","0","0","0","0"
"3824","76","0","0","0","0"
"3826","76","0","0","0","0"
"3828","76","0","0","0","0"
"3830","76","0","0","0","0"
"3832","76","0","0","0","0"
"3834","76","12","0","0","0"
"3836","76","20","0","0","0"
"3838","76","20","0","0","0"
"3840","76","20","0","0","0"
"3842","76","20","0","0","0"
"3844","76","0","0","0","0"
"3846","76","0","0","0","0"
"3848","76","0","0","0","0"
"3850","76","0","0","0","0"
"3852","76","0","0","0","0"
"3854","76","0","0","0","0"
"3856","76","0","0","0","0"
"3858","76","0","0","0","0"
"3860","76","0","0","0","0"
"3862","76","0","0","0","0"
"3864","76","0","0","0","0"
"3866","76","0","0","0","0"
"3868","76","0","0","0","0"
"3870","76","0","0","0","0"
"3872","76","0","0","0","0"
"3874","76","0","0","0","0"
"3876","76","0","0","0","0"
"3878","76","0","0","0","0"
"3880","76","0","0","0","0"
"3882","76","0","0","0","0"
"3884","76","0","0","0","0"
"3886","76","0","0","0","0"
"3888","76","0","0","0","0"
"3890","76","0","0","0","0"
"3892","76","0","0","0","0"
"3894","76","0","0","0","0"
"3896","76","0","0","0","0"
"3898","76","0","0","0","0"
"3900","76","0","0","0","0"
"3902","76","0","0","0","0"
"3904","76","0","0","0","0"
"3906","76","0","0","0","0"
"3908","76","0","0","0","0"
"3910","76","0","0","0","0"
"3912","76","0","0","0","0"
"3914","76","0","0","0","0"
"3916","76","0","0","0","0"
"3918","76","0","0","0","0"
"3920","76","0","0","0","0"
"3922","76","0","0","0","0"
"3924","76","0","0","0","0"
"3926","76","0","0","0","0"
"3928","76","0","0","0","0"
"3930","76","0","0","0","0"
"3932","76","0","0","0","0"
"3934","76","0","0","0","0"
"3936","76","0","0","0","0"
"3938","76","0","0","0","0"
"3940","76","0","0","0","0"
"3942","76","0","0","0","0"
"3944","76","0","0","0","0"
"3946","76","0","0","0","0"
"3948","76","0","0","0","0"
"3950","76","0","0","0","0"
"3952","76","0","0","0","0"
"3954","76","0","0","0","0"
"3956","76","0","0","0","0"
"3958","76","0","0","0","0"
"3960","76","0","0","0","0"
"3962","76","0","0","0","0"
"3964","76","0","0","0","0"
"3966","76","0","0","0","0"
"3968","76","0","0","0","0"
"3970","76","0","0","0","0"
"3972","76","0","0","0","0"
"3974","76","0","0","0","0"
"3976","76","0","0","0","0"
"3978","76","0","0","0","0"
"3980","76","0","0","0","0"
"3982","76","0","0","0","0"
"3984","76","0","0","0","0"
"3986","76","0","0","0","0"
"3988","76","0","0","0","0"
"3990","76","0","0","0","0"
"3992","76","0","0","0","0"
"3994","76","0","0","0","0"
"3996","76","0","0","0","0"
"3998","76","0","0","0","0"
"4000","76","12","0","0","0"
"4002","76","12","0","0","0"
"4004","76","12","0","0","0"
"4006","76","12","0","0","0"
"4008","76","12","0","0","0"
"4010","76","12","0","0","0"
"4012","76","12","0","0","0"
"4014","76","12","0","0","0"
"4016","76","12","0","0","0"
"4018","76","12","0","8","0"
"4020","76","12","0","8","0"
"4022","76","12","0","8","0"
"4024","76","12","0","8","0"
"4026","76","12","0","8","0"
"4028","76","12","0","8","0"
"4030","76","12","0","8","0"
"4032","76","38","0","8","0"
"4034","76","38","0","8","0"
"4036","76","38","0","8","0"
"4038","76","38","0","8","0"
"4040","76","38","0","8","0"
"4042","76","38","0","8","0"
"4044","76","38","0","8","0"
"4046","76","38","0","8","0"
"4048","76","38","0","8","0"
"4050","76","38","0","8","0"
"4052","76","38","0","8","0"
"4054","76","38","0","8","0"
"4056","76","38","0","8","0"
"4058","76","38","0","8","0"
"4060","76","38","0","8","0"
"4062","76","38","0","8","0"
"4064","76","38","0","8","0"
"4066","76","38","0","8","0"
"4068","76","38","0","8","0"
"4070","76","38","0","8","0"
"4072","76","38","0","8","0"
"4074","76","38","0","8","0"
"4076","76","38","0","8","0"
"4078","76","38","0","8","0"
"4080","76","38","0","8","0"
"4082","76","38","0","8","0"
"4084","76","38","0","8","0"
"4086","76","38","0","8","0"
"4088","76","38","0","8","0"
"4090","76","38","0","8","0"
"4092","76","38","0","8","0"
"4094","76","38","0","8","0"
"4096","76","38","0","8","0"
"4098","76","38","0","8","0"
"4100","76","38","0","8","0"
"4102","76","38","0","8","0"
"4104","76","4","0","8","0"
"4106","76","8","0","0","0"
"4108","76","8","0","0","0"
"4110","76","8","0","0","0"
"4112","76","8","0","0","0"
"4114","76","0","0","0","0"
"4116","76","0","0","0","0"
"4118","76","0","0","0","0"
"4120","76","0","0","0","0"
"4122","76","0","0","0","0"
"4124","76","0","0","0","0"
"4126","76","0","0","0","0"
"4128","76","0","0","0","0"
"4130","76","0","0","0","0"
"4132","76","0","0","0","0"
"4134","76","0","0","0","0"
"4136","76","0","0","0","0"
"4138","76","0","0","0","0"
"4140","76","0","0","0","0"
"4142","76","0","0","0","0"
"4144","70","0","0","0","0"
"4146","70","0","0","0","0"
"4148","70","0","0","0","0"
"4150","70","0","0","0","0"
"4152","70","0","0","0","0"
"4154","70","0","0","0","0"
"4156","70","0","0","0","0"
"4158","70","0","0","0","0"
"4160","70","0","0","0","0"
"4162","70","0","0","12","0"
"4164","70","0","0","12","0"
"4166","70","8","0","12","0"
"4168","70","0","0","12","0"
"4170","70","0","0","12","0"
"4172","70","0","0","12","0"
"4174","70","0","0","12","0"
"4176","70","0","0","12","0"
"4178","70","0","0","12","0"
"4180","70","0","0","12","0"
"4182","70","0","0","12","0"
"4184","70","0","0","12","0"
"4186","70","0","0","12","0"
"4188","70","0","0","12","0"
"4190","70","0","0","12","0"
"4192","70","0","0","12","0"
"4194","70","0","0","12","0"
"4196","70","0","0","12","0"
"4198","70","0","0","20","0"
"4200","70","0","0","20","0"
"4202","70","0","0","20","0"
"4204","70","0","0","12","0"
"4206","70","0","0","12","0"
"4208","70","0","0","12","0"
"4210","70","0","0","12","0"
"4212","70","0","0","12","0"
"4214","70","0","0","12","0"
"4216","70","0","0","10","0"
"4218","70","0","0","10","0"
"4220","70","0","0","10","0"
"4222","70","0","0","10","0"
"4224","70","0","0","10","0"
"4226","70","0","0","10","0"
"4228","70","0","0","10","0"
"4230","70","0","0","10","0"
"4232","70","0","0","10","0"
"4234","70","0","0","10","0"
"4236","70","0","0","10","0"
"4238","70","0","0","6","0"
"4240","70","0","0","0","0"
"4242","70","0","0","0","0"
"4244","70","0","0","0","0"
"4246","70","0","0","0","0"
"4248","70","0","0","0","0"
"4250","70","0","0","0","0"
"4252","70","0","0","0","0"
"4254","70","0","0","0","0"
"4256","70","0","0","0","0"
"4258","70","0","0","0","0"
"4260","70","0","0","0","0"
"4262","70","0","0","0","0"
"4264","70","0","0","0","0"
"4266","70","0","0","0","0"
"4268","70","0","0","0","0"
"4270","70","0","0","0","0"
"4272","70","0","0","0","0"
"4274","70","0","0","0","0"
"4276","70","0","0","0","0"
"4278","70","0","0","8","0"
"4280","70","0","0","8","0"
"4282","70","0","0","8","0"
"4284","70","0","0","8","0"
"4286","70","0","0","8","0"
"4288","70","0","0","8","0"
"4290","70","0","0","8","0"
"4292","70","0","0","8","0"
"4294","70","0","0","8","0"
"4296","70","0","0","8","0"
"4298","70","0","0","8","0"
"4300","70","0","0","8","0"
"4302","70","0","0","24","0"
"4304","58","0","0","24","0"
"4306","58","0","0","24","0"
"4308","58","0","0","24","0"
"4310","58","0","0","24","0"
"4312","58","0","0","24","0"
"4314","58","0","0","24","0"
"4316","58","0","0","24","0"
"4318","58","0","0","24","0"
"4320","58","0","0","24","0"
"4322","58","0","0","24","0"
"4324","58","0","0","30","0"
"4326","58","0","0","30","0"
"4328","58","0","0","30","0"
"4330","58","0","0","30","0"
"4332","58","0","0","30","0"
"4334","58","0","0","30","0"
"4336","58","0","0","30","0"
"4338","58","0","0","30","0"
"4340","58","0","0","30","0"
"4342","58","0","0","30","0"
"4344","58","0","0","30","0"
"4346","58","0","0","30","0"
"4348","58","0","0","30","0"
"4350","58","0","0","14","12"
"4352","58","0","0","10","12"
"4354","58","0","0","10","12"
"4356","58","0","0","10","12"
"4358","58","0","0","10","12"
"4360","58","0","0","10","12"
"4362","58","0","0","10","12"
"4364","58","0","0","10","12"
"4366","58","0","0","10","12"
"4368","58","0","0","10","12"
"4370","58","0","0","10","12"
"4372","58","0","0","10","12"
"4374","58","0","0","2","12"
"4376","58","0","0","2","6"
"4378","58","0","0","2","6"
"4380","58","0","0","2","6"
"4382","58","0","0","2","6"
"4384","58","0","0","2","6"
"4386","58","0","0","2","6"
"4388","58","0","0","2","14"
"4390","48","0","0","2","14"
"4392","48","0","0","2","14"
"4394","48","0","0","2","14"
"4396","48","0","0","2","14"
"4398","48","0","0","2","14"
"4400","48","0","0","2","14"
"4402","48","0","0","2","14"
"4404","48","0","0","2","14"
"4406","48","0","0","2","14"
"4408","48","0","0","2","14"
"4410","48","0","0","2","14"
"4412","48","0","0","2","14"
"4414","48","0","0","2","14"
"4416","48","0","0","2","14"
"4418","48","0","0","2","14"
"4420","48","0","0","2","14"
"4422","48","0","0","2","14"
"4424","48","0","0","2","14"
"4426","48","0","0","2","14"
"4428","48","0","0","2","14"
"4430","48","0","0","2","14"
"4432","48","0","0","2","14"
"4434","48","0","0","2","14"
"4436","48","0","0","2","14"
"4438","48","0","0","2","14"
"4440","48","0","0","2","14"
"4442","48","0","0","2","14"
"4444","48","0","0","2","14"
"4446","48","0","0","2","14"
"4448","48","0","0","2","14"
"4450","48","0","0","16","14"
"4452","36","0","0","16","14"
"4454","36","0","0","16","14"
"4456","36","0","0","16","14"
"4458","36","0","0","16","14"
"4460","36","0","0","16","14"
"4462","18","0","0","46","14"
"4464","20","0","0","46","14"
"4466","20","0","0","46","0"
"4468","20","0","0","46","0"
"4470","20","0","0","46","0"
"4472","20","0","0","46","0"
"4474","20","0","0","46","0"
"4476","20","0","0","46","0"
"4478","20","0","0","46","0"
"4480","20","0","0","46","0"
"4482","20","0","0","46","0"
"4484","20","0","0","46","0"
"4486","0","0","0","0","0"
"4488","0","0","0","0","0"
